#This file stores the Agent Data for each Agent.
#CurrentFrame;AgentsInFrame;AgentID1;CloudID;AgentPositionx1;AgentPositiony1;AgentID2;AgentPositionx2;AgentPositiony2;...;
0;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,194;20,079;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;19,027;21,032;11;0;22,644;27,422;20;0;48,054;27,355;21;0;55,289;31,615;22;0;46,088;27,083;23;0;42,130;33,386;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,803;37,209;32;0;51,411;35,517;33;0;40,370;22,251;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,431;26,809;39;0;39,793;30,223;
1;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,194;20,079;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;19,027;21,032;11;0;22,644;27,422;20;0;48,054;27,355;21;0;55,289;31,615;22;0;46,088;27,083;23;0;42,130;33,386;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,803;37,209;32;0;51,411;35,517;33;0;40,370;22,251;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,434;26,766;39;0;39,793;30,223;
2;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,194;20,079;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;19,027;21,032;11;0;22,644;27,422;20;0;48,054;27,355;21;0;55,289;31,615;22;0;46,088;27,083;23;0;42,130;33,386;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,803;37,209;32;0;51,411;35,517;33;0;40,370;22,251;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,422;26,728;39;0;39,793;30,223;
3;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,194;20,079;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;19,027;21,032;11;0;22,644;27,422;20;0;48,054;27,355;21;0;55,289;31,615;22;0;46,088;27,083;23;0;42,130;33,386;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,803;37,209;32;0;51,411;35,517;33;0;40,328;22,241;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,408;26,693;39;0;39,772;30,185;
4;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,194;20,079;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;18,993;21,071;11;0;22,644;27,422;20;0;48,054;27,355;21;0;55,289;31,615;22;0;46,088;27,083;23;0;42,130;33,386;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,803;37,209;32;0;51,411;35,517;33;0;40,299;22,208;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,393;26,653;39;0;39,749;30,151;
5;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,194;20,079;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;18,961;21,111;11;0;22,644;27,422;20;0;48,054;27,355;21;0;55,289;31,615;22;0;46,088;27,083;23;0;42,114;33,345;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,803;37,209;32;0;51,411;35,517;33;0;40,268;22,179;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,381;26,615;39;0;39,729;30,114;
6;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,194;20,079;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;18,932;21,148;11;0;22,644;27,422;20;0;48,054;27,355;21;0;55,289;31,615;22;0;46,047;27,070;23;0;42,097;33,305;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,803;37,209;32;0;51,411;35,517;33;0;40,240;22,149;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,369;26,574;39;0;39,706;30,077;
7;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,194;20,079;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;18,891;21,189;11;0;22,597;27,446;20;0;48,012;27,342;21;0;55,289;31,615;22;0;46,022;27,035;23;0;42,086;33,264;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,786;37,170;32;0;51,411;35,517;33;0;40,211;22,123;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,356;26,536;39;0;39,687;30,039;
8;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,260;20,003;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;18,851;21,225;11;0;22,563;27,487;20;0;47,985;27,308;21;0;55,289;31,615;22;0;45,994;27,002;23;0;42,072;33,223;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,024;41,749;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,765;37,133;32;0;51,411;35,517;33;0;40,182;22,099;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,345;26,498;39;0;39,668;29,999;
9;32;0;0;27,080;11,032;1;0;37,933;17,422;2;0;24,133;10,624;3;0;18,343;20,016;4;0;48,212;11,563;5;0;57,007;22,427;6;0;48,525;41,339;7;0;4,536;32,624;8;0;48,362;27,311;9;0;59,075;32,000;10;0;18,813;21,272;11;0;22,529;27,527;20;0;47,956;27,275;21;0;55,289;31,615;22;0;45,966;26,969;23;0;42,058;33,181;24;0;62,142;27,708;25;0;68,005;34,951;26;0;62,350;47,560;27;0;33,018;41,707;28;0;62,241;38,208;29;0;69,383;41,333;30;0;61,030;20,460;31;0;44,742;37,097;32;0;51,380;35,487;33;0;40,151;22,073;34;0;66,178;49,196;35;0;38,222;53,085;36;0;69,682;53,200;37;0;30,053;54,429;38;0;31,332;26,461;39;0;39,651;29,960;
