#This file stores the Agent Data for each Agent.
#CurrentFrame;AgentsInFrame;AgentID1;CloudID;AgentPositionx1;AgentPositiony1;AgentID2;AgentPositionx2;AgentPositiony2;...;
0;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,254;4,584;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,605;2,232;7;0;3,170;14,241;8;0;6,374;34,211;9;0;18,617;7,868;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;32,213;34,560;
1;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,282;4,609;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,605;2,232;7;0;3,170;14,241;8;0;6,374;34,211;9;0;18,617;7,868;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;32,168;34,509;
2;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,314;4,634;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,605;2,232;7;0;3,170;14,241;8;0;6,374;34,211;9;0;18,617;7,868;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;32,124;34,454;
3;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,347;4,659;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,605;2,232;7;0;3,170;14,241;8;0;6,374;34,211;9;0;18,617;7,868;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;32,079;34,401;
4;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,382;4,686;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,605;2,232;7;0;3,170;14,241;8;0;6,374;34,211;9;0;18,617;7,868;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;32,035;34,347;
5;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,416;4,711;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,605;2,232;7;0;3,203;14,207;8;0;6,374;34,211;9;0;18,617;7,868;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;31,990;34,293;
6;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,454;4,737;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,605;2,232;7;0;3,249;14,216;8;0;6,374;34,211;9;0;18,617;7,868;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;31,948;34,237;
7;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,492;4,764;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,596;2,276;7;0;3,294;14,226;8;0;6,374;34,211;9;0;18,571;7,863;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;31,903;34,183;
8;14;0;0;21,442;1,578;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,531;4,788;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,625;2,312;7;0;3,340;14,233;8;0;6,374;34,211;9;0;18,606;7,893;10;0;51,442;31,578;11;0;60,551;51,711;12;0;58,363;52,814;13;0;31,855;34,132;
9;14;0;0;21,433;1,623;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,571;4,808;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,649;2,348;7;0;3,386;14,242;8;0;6,374;34,211;9;0;18,642;7,924;10;0;51,383;31,540;11;0;60,551;51,711;12;0;58,363;52,814;13;0;31,807;34,086;
10;14;0;0;21,460;1,653;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,609;4,828;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,673;2,386;7;0;3,432;14,250;8;0;6,374;34,211;9;0;18,675;7,957;10;0;51,334;31,492;11;0;60,551;51,711;12;0;58,363;52,814;13;0;31,762;34,044;
11;14;0;0;21,487;1,681;1;0;30,551;21,711;2;0;28,363;22,814;3;0;2,644;4,850;4;0;28,815;10,203;5;0;7,006;35,236;6;0;17,699;2,425;7;0;3,477;14,265;8;0;6,374;34,211;9;0;18,708;7,989;10;0;51,283;31,444;11;0;60,551;51,711;12;0;58,363;52,814;13;0;31,721;34,006;
12;14;0;0;21,516;1,707;1;0;30,551;21,711;2;0;28,320;22,834;3;0;2,677;4,874;4;0;28,768;10,208;5;0;7,006;35,236;6;0;17,724;2,464;7;0;3,520;14,282;8;0;6,374;34,211;9;0;18,741;8,022;10;0;51,226;31,404;11;0;60,551;51,711;12;0;58,295;52,795;13;0;31,677;33,964;
