#This file stores the Agent Data for each Agent.
#CurrentFrame;AgentsInFrame;AgentID1;CloudID;AgentPositionx1;AgentPositiony1;AgentID2;AgentPositionx2;AgentPositiony2;...;
0;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,165;41,134;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,265;18,353;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,873;1,752;21;0;13,822;22,405;22;0;17,618;15,263;23;0;27,755;15,834;24;0;9,611;10,390;25;0;24,282;17,410;26;0;20,004;1,082;27;0;5,246;26,802;28;0;1,399;9,810;29;0;3,300;22,376;30;0;4,294;14,360;31;0;14,244;6,015;32;0;8,704;6,255;
1;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,165;41,134;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,265;18,353;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,873;1,752;21;0;13,822;22,405;22;0;17,618;15,263;23;0;27,755;15,834;24;0;9,611;10,390;25;0;24,282;17,410;26;0;20,004;1,082;27;0;5,246;26,802;28;0;1,399;9,810;29;0;3,300;22,376;30;0;4,294;14,360;31;0;14,244;6,015;32;0;8,704;6,255;
2;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,165;41,134;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,265;18,353;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,873;1,752;21;0;13,822;22,405;22;0;17,618;15,263;23;0;27,755;15,834;24;0;9,611;10,390;25;0;24,282;17,410;26;0;20,004;1,082;27;0;5,246;26,802;28;0;1,399;9,810;29;0;3,300;22,376;30;0;4,294;14,360;31;0;14,244;6,015;32;0;8,655;6,264;
3;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,165;41,134;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,265;18,353;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,873;1,752;21;0;13,822;22,405;22;0;17,618;15,263;23;0;27,755;15,834;24;0;9,583;10,349;25;0;24,282;17,410;26;0;20,004;1,082;27;0;5,246;26,802;28;0;1,360;9,797;29;0;3,300;22,376;30;0;4,294;14,360;31;0;14,244;6,015;32;0;8,642;6,311;
4;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,165;41,134;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,265;18,353;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,873;1,752;21;0;13,822;22,405;22;0;17,618;15,263;23;0;27,755;15,834;24;0;9,552;10,389;25;0;24,282;17,410;26;0;20,004;1,082;27;0;5,246;26,802;28;0;1,352;9,846;29;0;3,300;22,376;30;0;4,294;14,360;31;0;14,244;6,015;32;0;8,624;6,356;
5;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,165;41,134;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,265;18,353;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,873;1,752;21;0;13,822;22,405;22;0;17,618;15,263;23;0;27,755;15,834;24;0;9,522;10,429;25;0;24,282;17,410;26;0;20,004;1,082;27;0;5,246;26,802;28;0;1,346;9,892;29;0;3,300;22,376;30;0;4,264;14,320;31;0;14,195;6,022;32;0;8,605;6,400;
6;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,165;41,134;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,265;18,353;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,873;1,752;21;0;13,822;22,405;22;0;17,618;15,263;23;0;27,755;15,834;24;0;9,490;10,468;25;0;24,282;17,410;26;0;20,004;1,082;27;0;5,246;26,802;28;0;1,344;9,942;29;0;3,300;22,376;30;0;4,247;14,357;31;0;14,164;6,061;32;0;8,585;6,446;
7;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,151;41,093;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,229;18,318;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,824;1,761;21;0;13,822;22,405;22;0;17,579;15,295;23;0;27,755;15,834;24;0;9,459;10,507;25;0;24,282;17,410;26;0;20,004;1,082;27;0;5,246;26,802;28;0;1,347;9,992;29;0;3,300;22,376;30;0;4,227;14,398;31;0;14,135;6,100;32;0;8,566;6,490;
8;41;0;0;6,350;30,397;1;0;5,629;21,837;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,137;41,052;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,207;18,363;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,785;1,785;21;0;13,822;22,405;22;0;17,548;15,334;23;0;27,755;15,834;24;0;9,426;10,544;25;0;24,282;17,410;26;0;19,958;1,101;27;0;5,246;26,802;28;0;1,348;10,041;29;0;3,300;22,376;30;0;4,213;14,446;31;0;14,102;6,137;32;0;8,546;6,534;
9;41;0;0;6,350;30,397;1;0;5,613;21,766;2;0;6,350;30,397;3;0;5,629;21,837;4;0;12,700;60,795;5;0;11,257;43,674;6;0;12,700;60,795;7;0;11,257;43,674;8;0;19,072;53,425;9;0;18,041;41,196;10;0;14,874;54,878;11;0;47,002;32,641;12;0;20,379;36,218;13;0;26,511;54,799;14;0;15,122;41,011;15;0;58,264;47,145;16;0;13,891;59,747;17;0;55,971;41,876;10;0;6,350;30,397;11;0;5,629;21,837;12;0;3,412;31,415;13;0;25,902;15,849;14;0;7,191;18,411;15;0;11,558;31,359;16;0;3,615;21,794;17;0;33,784;26,002;18;0;2,723;34,823;19;0;32,179;22,313;20;0;18,744;1,807;21;0;13,798;22,362;22;0;17,518;15,374;23;0;27,755;15,834;24;0;9,394;10,583;25;0;24,282;17,410;26;0;19,950;1,145;27;0;5,246;26,802;28;0;1,344;10,087;29;0;3,277;22,331;30;0;4,200;14,490;31;0;14,068;6,174;32;0;8,524;6,578;
