1,141016
0,03050947
0,01700974
0,01498556
0,01912689
0,01371288
0,01808977
0,01690817
0,01374483
0,01571703
0,01422787
0,01559496
0,01675797
0,014781
0,01603889
0,01408625
0,01442671
0,01454258
0,01478434
0,01523972
0,01441193
0,01454687
0,01448298
0,01479816
0,0149312
0,01483393
0,01474476
0,01458549
0,01490593
0,01466084
0,01455832
0,0147624
0,01496363
0,01493025
0,01529169
0,01525736
0,01680374
0,01483774
0,01481247
0,01461315
0,01519442
0,01519585
0,01523161
0,01509619
0,01496601
0,01480103
0,01456118
0,01517487
0,01900959
0,01639557
0,01534748
0,01501846
0,01515055
0,01476383
0,01471996
0,01479864
0,01496887
0,01507568
0,01518011
0,01504469
0,01544094
0,01537323
0,0153327
0,01548767
0,01508665
0,01503086
0,01591349
0,01540184
0,01506662
0,01487732
0,01489115
0,01502466
0,01525879
0,01521206
0,01500273
0,01489019
0,01498222
0,01483059
0,01506042
0,01562262
0,01512051
0,01498938
0,01508093
0,01485634
0,0150032
0,01489258
0,01577091
0,01513147
0,01493406
0,01493359
0,01501226
0,01507473
0,01509619
0,01521492
0,01510334
0,01563644
0,01516914
0,01475906
0,01497698
0,01567936
0,01513767
0,01536703
0,01525211
0,01552486
0,01528883
0,01499557
0,01541376
0,01520872
0,01515675
0,01508856
0,01499081
0,01501131
0,01516247
0,01552343
0,01573896
0,01515532
0,01537704
0,01504612
0,01497507
0,01519966
0,01521587
0,01527834
0,0147562
0,01482248
0,01489496
0,01484585
0,01507473
0,01513481
0,01484966
0,01484394
0,01486301
0,01518631
0,01512337
0,01538754
0,01505089
0,01475716
0,01483154
0,01473045
0,0150156
0,01507092
0,01489162
0,01458359
0,01474094
0,01519203
0,01634979
0,01504326
0,01554775
0,01508999
0,01471806
0,01497173
0,01512814
0,01497459
0,01516151
0,01492882
0,01476383
0,01485062
0,01486588
0,01509857
0,01503563
0,01480675
0,0147419
0,01487446
0,01527214
0,01509953
0,01504707
0,01490211
0,0148859
0,01470375
